from_id,to_id,time
39123,10199,1224028800
13131,13132,1193097600
16559,31640,1203465600
950,8601,1212019200
5820,3834,1197590400
22392,10460,1201132800
7912,7913,1219190400
4346,29411,1212624000
26629,6795,1173139200
2499,14305,1201046400
24094,3049,1207612800
32298,4186,1175817600
2561,6649,1182470400
29576,5538,1219795200
6492,5732,1202169600
20682,15529,1170892800
37023,37024,1202428800
19628,29888,1219795200
41601,3923,1175558400
12194,8681,1209686400
61,10897,1176681600
10625,6421,1206057600
12178,659,1190937600
28921,13155,1193356800
7903,7904,1187049600
9990,4935,1199664000
609,44271,1215043200
47366,21904,1214784000
1363,1364,1210550400
19117,40120,1213574400
4927,20137,1183939200
33329,14071,1222646400
24225,12209,1195430400
17092,39014,1171238400
46478,10915,1172448000
35796,3715,1207267200
1069,2301,1200960000
20540,18419,1217462400
145,22468,1192060800
6319,20231,1185840000
7434,4089,1211414400
20617,16801,1170806400
30091,17572,1183680000
27917,4239,1206316800
759,9968,1190937600
40286,1773,1190851200
34318,4995,1182816000
5488,11607,1192579200
28977,18713,1224028800
11816,11817,1213315200
9010,18761,1175126400
31829,10830,1204502400
6397,6398,1182902400
3046,19375,1203897600
41218,6183,1200268800
2317,16651,1193011200
14748,14749,1217203200
3981,43488,1188172800
24594,29618,1173657600
5927,18749,1206921600
1728,6648,1214524800
2375,9210,1221004800
28482,703,1174521600
5693,18138,1181260800
4941,4942,1214438400
4422,21302,1213056000
7014,7015,1191542400
44238,10695,1171497600
41057,17111,1177545600
2242,21887,1186358400
1759,43059,1202342400
29485,5028,1179705600
3849,25305,1177372800
40723,17120,1190678400
33856,12710,1217289600
15386,17552,1219622400
30476,17312,1204156800
1841,28740,1193011200
22779,13509,1169596800
446,26895,1213315200
14128,9584,1223510400
14165,1399,1171324800
6505,6506,1185753600
18067,18068,1181520000
30575,21864,1197849600
34513,33070,1207008000
1585,15552,1216684800
751,11031,1221523200
21914,8904,1182470400
17341,419,1173225600
25970,19426,1199059200
5815,17138,1209513600
2329,6140,1209513600
5297,20018,1220400000
13149,5775,1171929600
12653,39554,1177372800
28156,3765,1188432000
12059,29452,1201046400
28950,665,1211500800
1185,14747,1190246400
25729,9082,1188950400
6916,17586,1207180800
15312,5996,1208908800
6045,3281,1216857600
4465,20898,1172707200
25160,3832,1222819200
9966,20885,1172707200
45024,5581,1208736000
10263,16248,1192579200
23123,29059,1206489600
37692,24898,1224028800
1118,2872,1206316800
47527,5413,1219190400
34624,3449,1186444800
31674,12989,1214524800
7991,7976,1212710400
15711,34263,1197331200
4670,5962,1220918400
17419,6451,1181260800
2327,11928,1176076800
22644,23445,1209340800
10795,8030,1194480000
17533,26580,1206489600
20611,7950,1211241600
6443,28741,1209427200
25434,11678,1174348800
25168,6875,1200009600
8622,11432,1222128000
4384,15562,1182902400
4291,338,1191974400
509,9256,1194480000
31619,31620,1181174400
8073,8074,1196726400
19713,3535,1224115200
20040,12056,1194307200
32873,14864,1219190400
5827,5828,1219104000
23462,26021,1208822400
29350,4566,1197331200
19662,4311,1202256000
1548,36953,1216684800
10382,22746,1219190400
3167,14030,1207612800
7813,41317,1199836800
4346,6663,1205366400
40304,37742,1212969600
19310,8390,1201737600
12398,7445,1203897600
6033,10029,1192752000
22451,163,1222300800
6701,3354,1204502400
2021,33649,1198195200
32561,32562,1208304000
30692,48040,1185235200
115,15389,1217289600
1678,17044,1205884800
8599,28231,1201564800
966,1478,1220400000
9223,15280,1188518400
4426,42587,1194912000
26497,29212,1201824000
32102,21489,1210723200
34116,34123,1169510400
17417,18578,1176854400
1189,25607,1198713600
36740,1264,1207785600
7969,1646,1176854400
11496,10100,1221523200
14617,13738,1178582400
25813,6988,1179705600
20244,10316,1188345600
25707,7987,1201564800
34974,19631,1207526400
2670,13604,1172620800
31766,31767,1192752000
7534,16509,1201651200
5975,5976,1191196800
22386,2635,1191542400
45687,16460,1218672000
23320,2362,1183680000
470,7936,1175817600
4514,26158,1174435200
35210,34334,1213056000
191,6045,1215475200
2120,6664,1180569600
12389,3365,1212969600
7609,4050,1219708800
27408,39538,1187049600
10191,494,1199318400
3142,8806,1217894400
21382,3987,1178582400
31483,86,1199750400
4962,6605,1182902400
13716,13717,1211328000
4285,17625,1201564800
17445,10153,1216080000
42814,12408,1209945600
2278,1060,1178841600
25111,18980,1177977600
6694,14079,1187740800
16797,16798,1196380800
6311,873,1178236800
236,2543,1181606400
27480,16497,1217203200
32076,863,1205193600
6635,11025,1212019200
43475,20374,1173744000
11752,9388,1205107200
5827,8583,1186704000
16445,16105,1210032000
16011,11205,1197936000
45960,17552,1219622400
30795,30796,1209427200
21656,10330,1190764800
113,1413,1174867200
909,14000,1182816000
1233,17074,1197936000
43060,13433,1203638400
12447,34650,1214524800
20547,12299,1212969600
5750,2274,1195603200
5297,43069,1218153600
18836,14692,1206921600
32286,1052,1212019200
28468,24871,1179705600
39967,17313,1185148800
876,15843,1218067200
15884,15885,1212019200
14844,8759,1172534400
3876,22976,1208736000
13504,11150,1173830400
16985,7397,1224028800
3710,23480,1173744000
1061,11288,1189641600
24060,11123,1180569600
5406,1963,1217548800
6904,6905,1208390400
39038,2979,1177545600
29410,11445,1177027200
3530,7401,1200960000
115,14927,1209513600
6529,10224,1184803200
30015,39860,1193184000
1094,8910,1179273600
19105,2022,1200009600
3700,10260,1222646400
5934,2611,1173398400
24409,24410,1219881600
2651,20233,1202256000
2606,10307,1192492800
15176,142,1217548800
40512,39875,1183420800
9891,21592,1175644800
16409,3200,1214524800
876,1515,1203984000
12152,5171,1216598400
15677,15678,1207872000
1484,23625,1209686400
23094,19950,1210118400
18319,9962,1200528000
3422,15479,1214265600
1365,22243,1191974400
15296,21556,1211328000
1406,3579,1194220800
39054,23752,1211500800
5199,20149,1200355200
2315,5883,1207526400
8068,13935,1215388800
6847,25644,1192752000
24851,7453,1196208000
6279,39902,1201132800
19603,39308,1214179200
31756,25364,1178582400
10164,748,1198454400
36462,36463,1185321600
17791,22732,1206057600
1389,1390,1211328000
15850,5196,1209081600
932,21034,1189036800
1414,15782,1203984000
1243,14392,1199836800
9948,21073,1194998400
22822,20013,1222732800
4963,12267,1192665600
19544,5189,1174867200
5264,8285,1207267200
30287,3657,1216944000
22569,28855,1198022400
16104,40302,1208390400
728,32894,1170288000
2128,13486,1170028800
6832,16759,1181606400
24004,2731,1219190400
15589,23657,1180656000
22053,12141,1213315200
9378,19068,1186444800
13922,8222,1219881600
3869,13111,1210896000
6557,6558,1214870400
680,4561,1187740800
25761,22146,1183593600
1081,1082,1173657600
3142,4085,1221004800
22914,31938,1191456000
5252,5253,1222905600
23838,23839,1174003200
13659,24068,1183680000
27385,27386,1196208000
8622,24315,1196726400
26924,26925,1215388800
9940,19237,1174348800
5264,17096,1209081600
24225,30896,1191542400
27174,5899,1215043200
16614,11006,1169769600
3015,6745,1220400000
21558,9508,1200528000
12059,24757,1222732800
25186,32812,1181779200
1208,40038,1170115200
141,8042,1208736000
13056,7022,1182470400
29817,2453,1179100800
113,3378,1182211200
34465,4562,1215475200
8078,20336,1191196800
6279,9923,1205452800
19139,19774,1169683200
33859,34373,1181520000
7632,7031,1209340800
11588,8192,1214352000
1315,14704,1209340800
1922,23446,1174262400
8807,433,1198800000
20650,8855,1215561600
8708,6364,1195430400
7104,8187,1213315200
39793,10643,1203465600
10368,16306,1191888000
45467,12303,1220572800
7603,7604,1207267200
470,9961,1204070400
42829,4486,1188172800
6115,6671,1198195200
3973,23970,1222041600
1233,26391,1211932800
30526,7094,1197417600
7795,36027,1188345600
3317,13948,1204761600
5429,33350,1187222400
6805,9646,1190937600
1602,9054,1222992000
11728,15468,1179792000
16958,16959,1176768000
22239,22240,1177027200
22539,12648,1210032000
12017,14101,1197331200
37017,35956,1216598400
1257,14025,1170028800
10064,1064,1194480000
12030,14087,1181260800
3046,15955,1199836800
14276,30601,1175558400
21401,5811,1193097600
41605,14121,1176768000
31430,6613,1213056000
7391,5169,1196726400
6922,7956,1200268800
39249,9374,1211500800
1029,1356,1169769600
6288,3181,1207008000
39169,22671,1202947200
38156,7338,1210636800
12153,12154,1187740800
6008,24613,1191369600
10556,27806,1197244800
18657,10966,1172534400
12639,4441,1176336000
37638,7550,1190246400
38375,7941,1199318400
928,6778,1215388800
1385,11375,1216080000
21403,24973,1215388800
24465,21936,1188518400
35526,15691,1214784000
16731,18858,1202256000
9211,25982,1188259200
4049,1052,1212019200
29843,9595,1213056000
193,29904,1224028800
2728,2729,1218499200
10489,960,1219708800
10743,2637,1186531200
13139,8608,1223251200
41278,26832,1209686400
1197,4419,1169424000
10918,11426,1221523200
32904,9789,1190764800
37510,703,1202860800
35913,12430,1188432000
37609,39161,1223596800
12298,31339,1202428800
30522,16621,1204761600
2855,6864,1214179200
39499,15806,1215475200
29265,4405,1173225600
18195,39658,1205798400
34181,3983,1201132800
23673,15683,1210032000
7866,19288,1170720000
8825,9592,1182211200
23641,33031,1188259200
32992,34477,1174953600
4800,3040,1219104000
1460,120,1191283200
18004,25426,1177891200
38842,7582,1194566400
12966,4968,1197849600
2670,31596,1169596800
343,8411,1223510400
9378,15258,1184025600
15503,2402,1212364800
17872,47133,1218672000
47053,5593,1204502400
11900,6270,1196208000
22396,46150,1188518400
9100,39515,1181865600
13173,12463,1190073600
12715,13290,1178582400
39792,30281,1187222400
43841,6402,1199836800
20996,29709,1201737600
34812,12657,1204848000
16894,12874,1202860800
23728,26192,1171584000
24952,9274,1196380800
13482,9862,1199318400
1946,1947,1185494400
34621,4026,1179187200
6665,7171,1197849600
9719,9720,1211241600
3710,4421,1172707200
8990,34021,1174435200
26669,13360,1200355200
41921,1732,1206489600
5248,5330,1208217600
19751,36289,1179187200
4181,2673,1198713600
3243,11318,1218585600
7417,2163,1207008000
24941,16105,1210032000
15043,8172,1204588800
1460,5232,1206489600
43224,6144,1172016000
20334,2995,1219968000
19472,7262,1197417600
2091,19445,1204243200
45329,231,1207008000
12748,32059,1219968000
2926,3916,1184716800
10804,9977,1172188800
20471,11351,1207008000
33845,3188,1211932800
1507,27750,1212364800
660,30705,1206057600
18174,14602,1209945600
10759,13524,1182384000
22040,39124,1213660800
3330,527,1193356800
1886,19598,1221004800
28066,7386,1179964800
15341,2595,1219276800
37212,9495,1222732800
10032,14412,1184112000
46677,46678,1220572800
42476,10187,1205193600
1777,17911,1221782400
16097,14378,1194307200
13179,2017,1193097600
1347,1348,1209513600
27288,2274,1195603200
1765,19024,1203984000
10511,6206,1207785600
10673,13088,1170288000
4667,22315,1211500800
5580,24655,1203984000
37332,11619,1213574400
3422,3423,1220400000
29255,15295,1198108800
5587,12135,1187049600
3255,3256,1170288000
34980,5339,1184112000
3984,3985,1205798400
22364,22365,1203379200
4063,12408,1209945600
2446,25127,1204156800
1003,41927,1187136000
10302,1171,1210550400
13789,6368,1209513600
16156,24410,1219881600
11043,9813,1217376000
19563,6756,1212624000
660,11841,1214870400
8622,9324,1196726400
15850,15851,1206921600
12356,2353,1182211200
4594,25688,1173830400
1660,15485,1210204800
32821,25065,1219708800
28989,9901,1220572800
34029,11598,1216166400
5440,23540,1181520000
1276,11135,1219276800
1422,1423,1179446400
12405,12406,1179878400
3844,1273,1212624000
12940,14588,1216598400
3199,15508,1202342400
4291,22161,1197331200
2327,166,1205280000
44075,37517,1211932800
13371,9470,1219708800
15808,3088,1212624000
18460,10810,1205971200
7548,11967,1184544000
31507,35839,1214956800
21957,3136,1171238400
44364,371,1197590400
569,16727,1190851200
5008,25702,1175040000
1554,18564,1170892800
73,1788,1196121600
5336,494,1199318400
6191,29018,1213056000
13422,41742,1185408000
1886,15625,1223942400
26759,23446,1174262400
3089,3090,1177891200
37751,3997,1194998400
8622,50,1196294400
43915,17313,1185148800
773,21716,1211328000
1003,8589,1193356800
7450,19922,1177891200
8217,23068,1206662400
20254,22323,1192406400
46971,1504,1201132800
20506,1792,1213056000
31005,28896,1220486400
27731,17159,1217808000
2412,16342,1170201600
27728,35171,1201564800
10973,15226,1191283200
31635,31636,1203465600
21813,21814,1212105600
4742,26330,1182124800
6844,20598,1172016000
38449,15700,1218499200
30815,1252,1207267200
30674,6433,1210636800
6590,18715,1192060800
11584,12403,1191542400
4945,1300,1203897600
17084,8402,1223337600
14642,7841,1195171200
2719,998,1206403200
1233,30252,1189641600
9794,8546,1203465600
48140,14913,1205193600
47085,981,1195084800
6371,10551,1205798400
30762,27607,1191542400
22373,9401,1199923200
32186,20748,1172102400
34347,18958,1197504000
2668,42081,1213660800
23080,223,1213315200
1831,31146,1213574400
19792,12272,1185926400
3422,15233,1213747200
4723,24698,1211932800
17092,210,1189555200
8055,18450,1186531200
31574,11092,1210809600
1189,27674,1176854400
21307,21308,1211932800
34741,17096,1209081600
721,3365,1212969600
27159,8011,1196985600
12558,35601,1177027200
15794,23577,1213315200
14243,2504,1199059200
3468,12363,1182124800
14774,7527,1208822400
11990,34613,1182124800
25943,22263,1200960000
14822,2599,1200614400
9412,2301,1200960000
9481,7913,1192752000
11423,9509,1219363200
34347,10703,1197417600
38452,7468,1203465600
8471,14794,1190592000
966,7644,1200355200
33049,33050,1197849600
28830,807,1218499200
37174,36705,1173657600
4042,4043,1199836800
12324,4040,1221091200
22045,22078,1179100800
22598,4530,1224028800
2988,43413,1211328000
40515,26520,1194307200
22568,37949,1211932800
43027,25780,1216080000
8835,1561,1169424000
6651,3884,1199059200
2931,9689,1221609600
4071,8628,1193356800
20251,10899,1174348800
1003,13276,1188864000
18250,4375,1219104000
23033,21596,1195516800
660,29083,1191974400
8092,7103,1190851200
6741,6742,1184544000
8449,9215,1221523200
32102,39222,1213056000
8262,19974,1173139200
16013,3991,1210291200
3032,3807,1211241600
5827,9764,1183593600
33995,34982,1209427200
5029,2057,1218412800
4988,7262,1197417600
27513,27514,1171584000
4879,12018,1211328000
9325,6097,1199664000
25956,13560,1175644800
24674,44825,1194051037
2926,16334,1219622400
4056,22753,1203465600
28530,18769,1194566400
41145,10405,1184803200
16391,10825,1186963200
2392,33360,1184112000
24972,5819,1196208000
14177,4556,1193702400
19472,7147,1212537600
16994,5735,1211241600
1069,1207,1193011200
11454,21905,1172016000
10468,9842,1205193600
28558,277,1212710400
14330,23304,1219104000
17032,2417,1190937600
14777,40984,1214956800
41337,25567,1183420800
7712,16521,1221696000
32427,23577,1213315200
8712,37298,1176940800
8289,12965,1191542400
37736,17374,1211328000
1568,6289,1204848000
9658,344,1221696000
8626,8627,1199923200
6779,23041,1200528000
13561,7094,1197417600
672,1456,1187740800
18790,17102,1215475200
8933,39112,1205884800
2719,37426,1206057600
14307,7368,1195084800
34424,14326,1204761600
6832,23381,1177977600
256,6069,1195603200
3039,1105,1181174400
22525,5098,1174953600
7102,8711,1223510400
9765,3492,1220918400
6854,1095,1179100800
25316,2657,1179878400
3663,3664,1169510400
4999,6369,1220313600
3868,11081,1196899200
2008,42548,1181001600
5524,4490,1203465600
33609,16000,1177977600
13773,19314,1207785600
22337,2779,1191196800
21254,21255,1208217600
4442,1180,1191974400
11376,1764,1185321600
14690,2896,1205971200
6852,8748,1216080000
27881,26869,1184544000
8177,8178,1198108800
39922,23795,1223424000
10177,28068,1179187200
7696,491,1175126400
11109,12670,1223510400
3431,4551,1216252800
9810,9811,1208736000
5767,18598,1180569600
41719,13244,1220832000
5034,5035,1210032000
21273,13861,1179273600
34452,5653,1212969600
374,6206,1207785600
44794,7445,1203897600
1286,9848,1218499200
1217,2067,1205798400
1922,4149,1187827200
26680,8608,1223251200
360,8345,1185753600
10115,600,1190073600
33709,2743,1192752000
4622,4623,1216944000
32805,43212,1203465600
5392,5495,1217376000
19651,19656,1211932800
3844,12947,1219104000
34935,13870,1218412800
5608,13796,1212537600
16293,4307,1201132800
7229,1778,1215475200
1550,5653,1212969600
39016,2995,1195084800
35000,1698,1218067200
1457,16055,1174003200
17341,28228,1169596800
36566,36567,1222992000
4546,1662,1216598400
1930,13894,1210291200
13886,10121,1212019200
5614,22251,1211328000
23348,7167,1222128000
12616,35032,1178668800
10453,23390,1211241600
2719,17577,1205280000
2527,17374,1211328000
7936,37578,1177286400
27988,31135,1181779200
4095,12103,1192406400
14868,14869,1190246400
6413,11714,1198195200
5046,11301,1194998400
1858,15641,1169596800
11845,25045,1213228800
10205,10206,1174953600
32068,37688,1189468800
6139,22689,1219104000
6586,2699,1183939200
30034,17184,1206576000
2420,3138,1214870400
1293,16690,1195084800
2348,1751,1212624000
1992,25940,1176768000
3468,1047,1179360000
43732,39244,1212624000
22104,5069,1202774400
1728,41064,1217203200
25033,1308,1178582400
59,24865,1181260800
11660,18729,1197417600
1385,14374,1203552000
19219,4375,1219104000
519,21967,1207180800
2957,2958,1222646400
6101,8982,1220400000
12382,2092,1199836800
25124,24209,1188950400
40176,1064,1194480000
42132,8192,1214352000
1728,21816,1180051200
24540,12581,1209513600
17338,7177,1205971200
4221,47378,1217376000
34088,19888,1208131200
28736,30060,1211932800
7234,29341,1218585600
18124,14808,1211932800
33288,35018,1217203200
880,3755,1174608000
12890,29324,1172707200
1441,34267,1200528000
36264,18160,1184544000
34175,18006,1185494400
12966,27983,1197504000
44682,1792,1213056000
946,16424,1219622400
38683,9025,1197331200
1003,19993,1189728000
24989,20376,1212364800
1671,22995,1219190400
1572,4490,1203465600
35699,15394,1209513600
18200,44248,1208217600
18577,20301,1222732800
9719,21423,1208995200
16232,16270,1216857600
34863,24581,1175472000
2181,32450,1173744000
2572,14919,1211932800
36295,17996,1176076800
14905,9834,1171929600
6319,19347,1222819200
5381,4341,1194566400
7014,12662,1223942400
14587,9643,1215475200
8526,17415,1208304000
21416,8386,1208131200
448,19719,1174262400
29786,27528,1215993600
1371,28740,1193011200
15930,27722,1216857600
4743,19338,1210809600
13421,20956,1200614400
2315,1252,1207267200
30543,8673,1216252800
32985,5023,1221609600
3643,2316,1207008000
6321,18315,1171584000
21546,1814,1195603200
15246,11408,1187049600
44502,32776,1216857600
10285,38764,1209427200
6279,4779,1208217600
19488,955,1177891200
5078,2439,1173398400
18743,12717,1194307200
3278,3279,1189555200
1005,1971,1215734400
19651,34003,1211500800
26901,26902,1194393600
29025,10983,1196640000
24027,22074,1220572800
9447,1794,1211846400
33498,23010,1183593600
18211,28847,1204761600
35461,13084,1206921600
22915,2599,1200614400
23430,6403,1219881600
24444,2221,1203638400
17469,5780,1174262400
3857,4974,1215475200
14734,3666,1217980800
39883,41857,1174867200
4828,17117,1196726400
34540,8787,1207094400
39656,16791,1220918400
32297,9528,1211155200
31933,16613,1187136000
28918,15052,1207612800
7732,7733,1198195200
10968,3082,1216944000
16886,21152,1196121600
30115,14374,1203552000
38342,30407,1218672000
34733,25997,1195776000
2861,25378,1174435200
14343,2374,1177977600
4305,16898,1179964800
36324,3943,1202774400
23124,18700,1200009600
22915,9888,1217289600
4099,11933,1208995200
9368,4145,1180569600
35,3452,1195776000
4372,4373,1217289600
32137,10024,1196380800
44181,7992,1213056000
36820,31707,1183420800
950,34502,1210550400
9491,4039,1185494400
14108,14109,1217462400
5477,21196,1174953600
2016,29914,1193356800
2766,2767,1208476800
20499,15848,1209427200
394,47052,1179446400
9299,38693,1186358400
4937,21582,1190073600
22056,22057,1199318400
21674,21675,1223510400
139,17671,1188172800
11110,17226,1202169600
46679,10893,1216944000
20728,26618,1210032000
8289,437,1185840000
24321,9214,1181779200
28996,10317,1183075200
15255,8733,1217462400
26157,2092,1199836800
220,8959,1196899200
38067,995,1176940800
1061,12844,1209686400
5865,9738,1197936000
28726,16702,1198800000
31662,20719,1211241600
20038,2523,1209427200
35841,2347,1199750400
43029,4834,1197244800
5042,681,1199836800
45078,21551,1211241600
25025,3166,1201564800
2028,144,1207180800
3063,1709,1173657600
14595,14596,1196294400
3424,12103,1192406400
29186,11375,1216080000
13830,6282,1197331200
26989,21008,1195084800
10866,6499,1199750400
2222,22732,1206057600
7240,982,1203984000
33373,23390,1211241600
16614,1218,1209340800
89,12771,1222732800
3297,8269,1219795200
28808,43916,1212451200
16549,16550,1192492800
1554,11986,1188864000
9134,17162,1219104000
41271,36396,1219363200
18773,657,1205280000
13440,14965,1181779200
17558,10769,1182729600
26660,12519,1188864000
1799,30663,1187568000
23493,19195,1209081600
2764,12755,1194480000
27919,30548,1196726400
24177,19983,1183680000
2531,10933,1201219200
5213,41564,1178064000
8400,4722,1175472000
24319,18462,1175817600
1575,26706,1172016000
11253,21395,1206316800
808,512,1183680000
8911,14302,1186963200
8545,8546,1203465600
8986,23980,1212019200
183,4801,1202774400
22396,5160,1188259200
10175,10818,1224028800
39030,16029,1177545600
4367,9382,1175212800
11660,25322,1207267200
408,3811,1171324800
26808,1657,1217548800
37109,7180,1197331200
22432,37120,1222992000
6672,3365,1212969600
33979,17730,1204156800
6552,16811,1202256000
470,31297,1208736000
40934,15753,1220572800
26491,20770,1209945600
1402,1403,1212105600
25177,22457,1210291200
17821,1971,1215734400
20492,24942,1185840000
33222,1392,1209427200
12059,16611,1222819200
3701,3945,1207699200
32570,36690,1196812800
35196,1778,1215475200
40654,28604,1182470400
1726,1727,1175472000
13927,24,1181174400
1094,8347,1219104000
11206,32898,1221004800
1616,1975,1209945600
16521,29306,1185235200
32089,38352,1211846400
139,7990,1221004800
11442,3378,1182211200
3002,31086,1182729600
2103,42746,1210550400
3768,13144,1210291200
3317,6343,1205971200
2139,22411,1177891200
31526,13703,1194912000
19305,11500,1174608000
4049,2597,1219881600
12615,855,1217894400
1053,37474,1182211200
38941,5847,1188518400
37779,9594,1192147200
7584,7585,1208476800
2632,2659,1189641600
6290,18730,1191196800
18246,32801,1215043200
32839,24981,1215475200
4617,42350,1211241600
829,9392,1206921600
7975,7976,1212710400
4586,25786,1173398400
11528,11529,1180915200
27398,24074,1170633600
1511,5573,1194998400
24492,24493,1177545600
700,19447,1212105600
4899,18647,1176768000
1590,4444,1203379200
4426,16151,1186099200
19982,794,1204243200
6409,6149,1176768000
30696,31188,1215993600
12932,19447,1212105600
4016,8598,1205798400
47051,9320,1200355200
7491,953,1194393600
5586,36993,1215561600
29884,5004,1177545600
14779,15103,1178236800
3697,32659,1217462400
24213,3179,1176768000
2382,21596,1195516800
394,14528,1211846400
17923,283,1201046400
16430,10024,1196380800
21875,3179,1176768000
46742,206,1200614400
4242,3171,1176249600
26652,16270,1216857600
19,24298,1180569600
27733,16163,1185494400
17006,7550,1190246400
45553,6890,1187568000
10263,27659,1196985600
1858,6250,1189641600
6259,6260,1187136000
734,15530,1191888000
2587,7911,1179792000
25395,34508,1175126400
751,5069,1202774400
30554,8491,1175378666
10229,25892,1192579200
15624,1563,1216684800
30806,8468,1169596800
10235,33073,1175817600
3668,13496,1217462400
30273,17961,1196726400
24001,23367,1220918400
1094,27021,1177459200
9268,24434,1173052800
25321,21195,1204588800
6812,5657,1218412800
24078,23852,1200614400
21394,223,1213315200
21804,16427,1213660800
23131,23132,1173312000
12021,16421,1214179200
3766,12454,1191974400
13104,14686,1196380800
47597,47598,1215993600
16656,14146,1179792000
9122,3325,1218758400
26031,26032,1204588800
13770,5032,1208995200
23486,23487,1176854400
22572,26532,1177372800
25321,25322,1207267200
1307,8470,1185321600
6805,33351,1189987200
256,16791,1194307200
524,525,1196985600
28846,28847,1188518400
39210,21892,1170892800
4467,20217,1207267200
16877,6476,1172448000
12906,21974,1204761600
899,27801,1169424000
38812,20419,1219622400
26556,15234,1169683200
25983,32376,1174435200
8761,18063,1183420800
11336,5569,1208995200
30795,30407,1218672000
7770,3945,1207699200
44036,44037,1181865600
10605,21374,1200528000
13714,16580,1210032000
40561,27005,1210032000
3698,42126,1170720000
5336,3884,1199059200
23080,37878,1216166400
19405,5563,1218585600
9199,231,1212019200
3431,11927,1177372800
9064,114,1196812800
1081,1727,1175472000
14146,12390,1219881600
3811,5924,1194566400
822,9646,1190937600
2587,2588,1178064000
1061,42532,1213315200
20247,17272,1214524800
10798,7530,1209513600
43002,30338,1204761600
5381,36792,1184630400
25075,2347,1199750400
11741,20923,1209600000
27645,36728,1224028800
20642,387,1191369600
8956,26092,1208822400
10088,28292,1177286400
6710,6711,1222041600
5807,5442,1175126400
236,13784,1179705600
14209,23126,1173225600
11298,23981,1218758400
5671,4560,1221004800
44555,4895,1217808000
6142,6143,1200441600
394,22274,1188950400
18711,18712,1199318400
40633,2577,1222041600
25278,12568,1213056000
10468,29333,1211932800
5751,4514,1217289600
20611,25105,1197331200
21658,21659,1199232000
33651,24311,1219190400
17230,5326,1197590400
13092,13093,1199232000
17938,19173,1205193600
34468,3100,1169596800
19053,21174,1201046400
17315,25518,1208131200
14935,11108,1179360000
23621,23622,1217203200
39878,23969,1181520000
1728,12437,1192060800
31375,12428,1169683200
3959,17526,1172016000
46765,24706,1217289600
35879,11817,1213315200
4481,23398,1181174400
595,13119,1173830400
27313,32850,1207180800
24849,10045,1188259200
5892,33703,1195171200
40858,1490,1190764800
24929,20810,1213056000
43855,29178,1208217600
14068,4802,1210896000
5454,5455,1182384000
10838,30276,1194307200
41719,41720,1193011200
23071,35018,1217203200
335,2623,1173830400
22993,16529,1195084800
19311,16408,1173398400
9035,23041,1200528000
40953,29423,1195430400
1406,10540,1185494400
9156,3556,1190851200
13164,12256,1210809600
31756,7650,1197244800
1527,324,1189641600
6146,1931,1207267200
9711,6137,1219881600
8633,7009,1186099200
19057,12834,1179273600
1625,25719,1198713600
23816,30855,1208304000
759,6561,1176854400
35101,17184,1206576000
42020,46083,1173225600
40485,18828,1199664000
25949,7084,1214352000
4544,14599,1182384000
1430,7200,1194220800
